Gene names	Majority protein IDs	Mol. weight [kDa]	Average concentration  H1	Average concentration  H2	Average concentration  H3
ALDOC	P09972;A8MVZ9;J3QKP5;J3KSV6;C9J8F3	39.455	11.42018717	10.06494336	10.82650825
ALG1	Q9BT22;B4DP08;K7EID2	52.518	1.23265413	1.041132814	1.270295932
ALG10;ALG10B	Q5BKT4;Q5I7T1	55.605	0.056639737	0.048444444	0.052890497
ALG11	Q2TAA5	55.65	0.265328914	0.251745345	0.31724358
ALG12	Q9BV10	54.654	0	0	0
ALG13	Q9NP73-2;Q9NP73;D6RE84	18.225	0.720047753	0.685150217	0.700281111
ALG14	Q96F25	24.15	0.080320368	0.083861701	0.085609647
ALG2	Q9H553;Q9H553-2	47.091	1.876427933	1.885330696	1.992714774
ALG3	Q92685;H7C0X4;C9J7S5;Q92685-2;B4DS50	50.126	0.111553848	0.125085782	0.085168141
ALG5	Q9Y673;Q9Y673-2;B4DR67	36.946	1.323661008	1.123005135	1.283883593
ALG6	A2A2G4;Q9Y672	58.347	0.14171705	0.163842836	0.132816345
ALG8	Q9BVK2;Q9BVK2-2;H0YDD3;E9PP96;E9PK79;H0YDQ1	60.087	0.17306029	0.163994192	0.163785466
ALG9	Q9H6U8-3;Q9H6U8;Q9H6U8-4;Q9H6U8-2;H0YCW6	70.786	0.594142469	0.547155319	0.562557154
ALKBH1	H0YJF3	12.055	0	0	0
ALKBH1	Q13686	43.831	0	0	0
ALKBH2	Q6NS38;F5H5S2;Q6NS38-2;F5H5X2;F5GZZ0	29.322	0	0	0
ALKBH4	Q9NXW9	33.837	0	0	0
ALKBH5	Q6P6C2-1;Q6P6C2;Q6P6C2-3	52.255	0.72995394	0.768030995	0.724175239
ALKBH7	Q9BT30	24.516	0.235394917	0.165266256	0.156457539
ALOX12B	O75342	80.355	0	0	0
ALOX15	F5H0G8;P16050;B7ZA11	77.491	0	0	0
ALOX5	P09917;B7ZLS0	77.982	0	0	0
ALOX5AP	P20292	18.157	0	0	0
ALPL	P05186;P05186-3;P05186-2	57.304	0	0	0
ALS2	Q96Q42	183.63	0.0054988	0.00468588	0.004074477
ALS2CL	Q60I27;Q60I27-2;Q60I27-3;Q60I27-6	107.75	0	0	0
ALYREF	E9PB61;Q86V81	27.557	14.98935669	15.42615501	14.34101056
AMACR	Q9UHK6-5;Q9UHK6;D6RB81	43.86	0.309738816	0.35459616	0.331232465
AMBP	P02760;B7Z8R6	38.999	3.650269325	4.37487759	3.850555331
AMBRA1	Q9C0C7-5;Q9C0C7;Q9C0C7-3;Q9C0C7-2;Q9C0C7-4;H0YE34	142.58	0.011298733	0.013652026	0.009046118
AMDHD1	Q96NU7	46.742	0.05533982	0.069756221	0.045547629
AMDHD2	Q9Y303;Q9Y303-3;Q9Y303-2;H3BSV9;H3BTZ6	43.747	0.072053607	0.273232781	0.209608253
AMFR	Q9UKV5;H3BRK9	72.995	0.246040647	0.258432835	0.268047199
AMMECR1L	Q6DCA0	34.499	0.023515776	0	0.022347873
AMN	Q9BXJ7;H0YKJ5	47.754	0.076012864	0.133663135	0.057372282
AMOTL1	Q8IY63;Q8IY63-2	106.57	0	0	0
AMPD2	Q01433;H0Y360;Q01433-2;Q01433-5;Q01433-4;Q01433-3	100.69	0.438160452	0.357699475	0.378544341
AMPD3	Q01432-4;Q01432-5;Q01432;E9PKC5;Q01432-3;Q01432-6	89.727	0	0	0
AMT	P48728;P48728-3;P48728-4;H0Y695;P48728-2;B4DGG9	43.946	0.627772833	0.414807506	0.704675455
AMY1A;AMY2A;AMY2B;AMY1B	P04745;P04746;P19961;B3KTI1;Q5T085	57.767	0	0	0
AMZ1	Q400G9	54.923	0	0	0
ANAPC1	Q9H1A4;H0Y564	216.5	0.193709521	0.190783726	0.17128453
ANAPC10	Q9UM13;D6RA92;D6RD74;D6R9Q5	21.252	0.224308483	0.31788111	0.265159321
ANAPC13	Q9BS18	8.5213	0	0	0
ANAPC16	Q96DE5	11.667	0	0	0
ANAPC2	Q9UJX6;Q9UJX6-2	93.827	0.044369944	0.02842609	0.040234309
ANAPC4	E9PCR4;Q9UJX5;Q9UJX5-2	92.214	0.091287843	0.064515695	0.060170801
ANAPC5	Q9UJX4;F5H0F9;Q9UJX4-3	85.076	0.042523332	0.022516563	0.004951562
ANAPC7	Q9UJX3;Q9UJX3-2;F8VZ62	66.855	0.264341838	0.209586765	0.157973562
ANG	P03950	16.55	0	0	0
ANGEL1	Q9UNK9	75.275	0	0	0
ANGEL2	Q5VTE6;F5H476;Q5VTE6-2	62.338	0	0	0.016728591
ANGPTL3	Q9Y5C1	53.637	0	0	0
ANK1	P16157-14;P16157-12;P16157-21;P16157;P16157-3;P16157-16;P16157-5;P16157-8;P16157-10;P16157-15;P16157-13;P16157-4;P16157-7;P16157-6;P16157-9;P16157-11;P16157-2;H0YBS0	217.48	0.042228188	0.051051578	0.090637838
ANK2	Q01484;I6L894;Q01484-2;Q01484-5;D6RHE1;B7Z651;E9PCH6	433.71	0.01424738	0.020304252	0.012711371
ANKFY1	Q9P2R3-4;Q9P2R3;Q9P2R3-2;I3L2C5	132.82	0.219388273	0.206903473	0.146554766
ANKHD1	Q8IWZ3-6;Q8IWZ3-4;Q8IWZ3	277.17	0.061119078	0.040795846	0.033806773
ANKIB1	Q9P2G1	122	0	0	0
ANKLE2	Q86XL3;F5H2H5;Q86XL3-2	104.11	6.038126554	5.863827887	5.736144227
ANKMY2	Q8IV38;G3V0G5	49.298	0.025724095	0.027172635	0.02623164
ANKRD12	Q6UB98;Q6UB98-2	235.65	0	0	0
ANKRD13A	Q8IZ07;H0YIN8	67.618	0	0.020870141	0.018489811
ANKRD16	Q6P6B7;F8WEI4	39.283	0.043026927	0	0
ANKRD17	O75179;O75179-2;E7EUV3;H0YM23;G5E964;O75179-4;H0YLQ3	274.25	0.190989881	0.190403975	0.112854521
ANKRD28	O15084;O15084-1;O15084-4;O15084-2;B4DIW9	112.96	0.055594391	0.035422466	0.03634199
ANKRD35	Q8N283	109.96	0.01216732	0	0
ANKRD36	B5MDC9	14.823	0	0	0
ANKRD44	Q8N8A2;J3KN93;Q8N8A2-2;Q8N8A2-4;H7BXV4;H7C209;Q8N8A2-3	107.6	0	0	0
ANKRD46	Q86W74;Q86W74-2;J3KP26	25.966	0.415602659	0.422760773	0.472104352
ANKRD52	Q8NB46	115.08	0	0	0
ANKRD54	Q6NXT1;D3YTC9;C9JU48;H7C3L3;B5MCX7;F8WB76	32.505	0	0	0
ANKS1A	Q92625	123.11	0.023662566	0.011055438	0.015292105
ANKZF1	Q9H8Y5;B8ZZS4	80.926	0.025943068	0.033169799	0.043486772
ANLN	Q9NQW6;Q9NQW6-2	124.2	0.047991703	0.044659896	0.167259326
ANO1	H0YDD9	31.02	0	0	0
ANO1	Q5XXA6;F5H566;Q5XXA6-2;Q5XXA6-3	114.08	0	0	0
ANO10	Q9NW15;Q9NW15-5;Q9NW15-3;Q9NW15-2;Q9NW15-4	76.328	0.400466433	0.465741267	0.335459952
ANO6	Q4KMQ2-2;Q4KMQ2;E9PB30;E9PCT2	108.43	0.971406018	0.81625697	0.792102168
ANP32A	P39687;H0YN26	28.585	16.30839943	17.68491686	15.76523469
ANP32B	Q92688;Q92688-2	28.787	2.672886313	2.989564337	2.947625194
ANP32E	Q5TB20	25.125	0.084920554	0.048489727	0.042116725
ANP32E	Q9BTT0;Q5TB19;E9PLC4;E9PPH5	30.692	3.474245524	3.048939128	1.86365142
ANPEP	P15144	109.54	5.465060965	5.417714221	5.418104046
ANTXR2	P58335;P58335-4;J3KPY9;P58335-2;P58335-3	53.666	0.017035933	0	0.070590769
ANXA1	P04083;Q5T3N1	38.714	0.112964878	0.165739837	0.103610794
ANXA11	P50995;B4DVE7	54.389	1.97463127	2.167246473	1.960578548
ANXA13	P27216-2;P27216	39.743	0	0	0
ANXA2	P07355;H0YN42;H0YMU9;H0YMD0;H0YM50;H0YNP5;H0YKS4;H0YL33;H0YN28	38.604	2.005627715	1.939002512	2.320564007
ANXA2P2	A6NMY6	38.659	0	0	0
ANXA3	P12429;D6RA82;D6RFG5	36.375	0	0	0
ANXA4	B4DDF9	27.062	0	0	0
ANXA4	P09525	35.882	35.44327692	35.4367517	36.54613067
ANXA4	Q6P452	33.552	0	0	0
ANXA5	D6RBL5	29.337	0	0	0
ANXA5	P08758;E7ENQ5;D6RBE9;E9PHT9	35.936	32.0017457	27.20491437	25.76156196
ANXA6	A6NN80;E5RK69	75.276	11.79516755	11.39426322	11.30860877
ANXA6	P08133;P08133-2;E7EMC6	75.872	0.256292917	0.250314877	0.232232905
ANXA7	P20073;P20073-2;B4DT77	52.739	1.740074988	1.924733834	1.735330862
ANXA8;ANXA8L2;ANXA8L1	P13928;Q5VT79;Q5T2P8;Q5VT79-2;Q5VTM3;B4DKI1;F5GX16;Q5T2P7	36.881	0	0	0
ANXA9	O76027	38.363	0	0	0
AOC3	Q16853	84.621	0	0	0
AOX1	Q06278	147.92	0.008341947	0.010506122	0.014710732
AP1AR	Q63HQ0	34.28	0.211489387	0.217006192	0.228615003
AP1B1	Q10567-3;Q10567;Q10567-2;Q10567-4;C9J1E7	103.56	3.369336939	3.05428771	2.860512371
AP1G1	B3KXW5;J3KQU9;O43747-2;O43747	94.139	0.709885147	0.691977443	0.585096117
AP1G2	O75843;Q86V28	87.116	0.046371037	0.087061579	0.084933096
AP1M1	Q9BXS5-2;Q9BXS5;B4DDG7;E7ENJ6;K7EJL1	49.84	2.304227412	2.350690624	2.312957574
AP1S1	H7C1E4;P61966;P61966-2	22.065	0.099621057	0.089570944	0
AP1S2	B4DSU4;B7Z3M9;A6NH01;P56377;H0Y673;H7BZG6	23.225	0	0	0
AP2A1	O95782;O95782-2	107.54	2.383944202	2.783219783	2.788755219
AP2A2	O94973;E9PJJ7	103.96	0.940648451	0.812991028	1.053246065
AP2B1	P63010-2;P63010;Q7Z451;K7EJT8	105.69	1.707482737	1.754388145	1.607813862
AP2M1	Q96CW1;Q96CW1-2;E9PFW3;C9JJ47	49.654	1.918535388	1.808719042	3.312066547
AP2S1	M0QYZ2;M0R0N4;P53680;P53680-2	18.929	0.851084932	0.773403468	0.907423334
AP3B1	O00203;E5RJ68	121.32	1.169847358	1.636026539	2.181406241
AP3D1	O14617-5;O14617;O14617-4;G5E988;O14617-2;E7EMM2;O14617-3	136.65	0.633157919	0.62915031	0.509247171
AP3M1	Q9Y2T2	46.939	1.19814177	1.082259164	1.238486024
AP3M2	P53677;E5RJ52	46.977	0.028902298	0.058945133	0.059033176
AP3S1	Q92572	21.732	0.843014564	1.556981971	1.418731844
AP4E1	Q9UPM8;Q9UPM8-2	127.29	0.012573959	0.162055263	0.006414486
AP4M1	C9JC87;O00189;C9JWL4;C9IZL5;C9JMG3;H7BZV3;H7C0A0	50.69	0.031194692	0.012009058	0.032538133
AP4S1	J3KNK4;Q9Y587;Q9Y587-2;Q86U36;Q9Y587-3;G3V3X7;G3V5J6;G3V4P7	16.982	0.036865123	0.064192804	0.051273324
APAF1	O14727;O14727-4;O14727-5;C9JLV4;O14727-6	141.84	0.007580422	0.012071465	0.010502959
APBA1	Q02410	92.864	0	0	0
APBA3	O96018	61.453	0	0	0
APBB1IP	Q7Z5R6	73.182	0	0	0
APBB2	Q92870-4;Q92870;G5E9Y1;H0YAJ5;Q92870-2;Q92870-3;H0YA92	83.444	0	0	0
APC	P25054;P25054-2;E9PFT7;B7Z2B6	311.64	0	0	0
APCS	P02743	25.387	0	0	0
APEH	C9JIF9;P13798;H7C393	81.673	1.81682961	2.062938371	2.119108046
APEX1	P27695;G3V3M6;G3V5Q1;G3V3C7;G3V359;G3V5M0;G3V5D9	35.554	11.86604283	12.29371317	12.72043302
APH1A	Q96BI3;Q96BI3-2;Q5TB21	28.996	0	0.269799481	0.272224595
API5	Q9BZZ5;G3V1C3;B4E283;Q9BZZ5-3;Q9BZZ5-1;H0YER7	59.004	0.013573352	0.01201799	0.01197768
APIP	J3KN82;Q96GX9;Q96GX9-3	29.3	0.14599631	0.310529092	0.26579218
APLP2	Q06481;H7BXI4;Q06481-3;Q06481-2;Q06481-4;Q06481-5	86.955	0.628976067	0.516828993	0.463920064
APM2	Q15847	7.8547	0	0	0
APMAP;C20orf3	Q9HDC9;H0Y512;Q9HDC9-2	46.48	23.57286784	23.53552958	23.53303476
APOA1	F8W696	27.908	0	0	0
APOA1	P02647	30.777	28.93178343	31.18059985	19.7132047
APOA1BP	Q8NCW5;Q8NCW5-2	31.674	3.194374371	3.571520194	3.72956515
APOA2	P02652	11.175	12.87811088	6.937707215	8.000478295
APOA4	P06727	45.398	0	0	0
APOA5	Q6Q788;C9JZZ0	41.212	0.133591036	0.056906572	0.083066567
APOB	P04114	515.6	5.160190544	5.381962699	5.103302866
APOBEC3C	Q9NRW3	22.826	0.100678119	0.108425932	0.107505454
APOBEC3F	Q8IUX4	45.02	0	0	0
APOBR	H3BU97;Q0VD83;C9J815;Q0VD83-3	115.63	0	0	0
APOC1	P02654;K7ERI9	9.3318	0.63397322	0.758163717	0.663926526
APOC2	K7ER74;P02655;Q6P163	20.049	1.475571454	1.51215391	1.185733569
APOC3	B0YIW2;P02656	12.815	4.7103627	4.150701892	4.271448868
APOC4	P55056	14.553	0	0	0
APOD	C9JF17;P05090	24.158	0	0	0
APOE	P02649;H0Y7L5;E7ERP7;E9PEV4	36.154	18.20692065	21.82234936	21.90966337
APOF	Q13790;F5GXS5	35.399	0	0	0
APOH	P02749;J3QRN2	38.298	2.398809828	2.557021228	3.122931569
APOL1	O14791-2;O14791;O14791-3;G8JL88	45.918	0.109456874	0.092165974	0.093522843
APOL2	J3KQL8;Q9BQE5;E9PM95	48.929	1.47642459	1.427688837	1.5895862
APOL3	O95236;O95236-2	44.278	0	0	0
APOL6	Q9BWW8	38.127	0	0	0
APOM	O95445;O95445-2;Q5SRP5	21.253	0	0.096854162	0.096312174
APOO	Q9BUR5;H7C1U8;Q9BUR5-2;C9J574	22.284	0.297469165	0.302788925	0.305328382
APOOL	Q6UXV4	29.159	1.122102731	0.837170819	0.850581696
APP	P05067;P05067-9;P05067-8;P05067-11;P05067-7;E9PG40;P05067-6;P05067-5;P05067-4;P05067-3;P05067-10;H7C0V9;H7C104	86.942	0.084295187	0.086934932	0.112298534
APPL1	Q9UKG1	79.663	0.258116744	0.270399656	0.250455676
APPL2	Q8NEU8;Q8NEU8-2	74.493	0.021374931	0.034884631	0.042220853
APR3;C2orf28	Q6UW56-3;Q6UW56;Q6UW56-2;C9JA62	30.342	0.3730967	0.424091477	0.49249948
APRT	P07741;H3BQB1;H3BQZ9;P07741-2;H3BQF1	19.608	14.59107968	12.7802669	11.1791374
APTX	Q7Z2E3;Q7Z2E3-7;Q7Z2E3-11;Q7Z2E3-9;Q7Z2E3-3;F8W6G5;Q7Z2E3-8;Q7Z2E3-10;Q7Z2E3-5;C9JZ40;Q7Z2E3-2;Q7Z2E3-6	40.74	0.088120816	0.308472689	0.111857407
AQP1	K7N7A8;B4E220;P29972	48.455	0	0	0
AQP11	Q8NBQ7	30.203	0.187421901	0.354200287	0.310678988
AQR	O60306	171.29	0.629459507	0.566461994	0.565845991
AR	P10275;F5GZG9;E7EVX6;E9PEG3	98.988	0	0.00677043	0.009377178
ARAF	P10398	67.585	0.216017111	0.103182751	0.123858217
ARAP1	Q96P48;Q96P48-3;Q96P48-1;Q96P48-4;Q96P48-2;E7EU13;Q96P48-7;Q96P48-5	162.19	0.478968096	0.467458097	0.417790389
ARCN1	B0YIW6	61.626	0	0.036333376	0
ARCN1	P48444;P48444-2	57.21	8.227001914	8.309228011	8.6871178
ARF1;ARF3	P84077;P61204;F5H423;B7ZB63	20.697	47.07295222	48.1092947	39.70113551
ARF3	F5H6T5	5.3755	0	0	0
ARF4	P18085;C9JPM4;C9JAK5	20.511	9.696369383	10.09844402	10.04961228
ARF5	P84085;C9J1Z8	20.529	3.349650911	3.188151147	3.079693826
ARF6	P62330	20.082	2.377609802	2.359379223	2.399018598
ARFGAP1	Q8N6T3-2;Q8N6T3;E7EV62;F8VWH9;F8W1U7;Q8N6T3-3;B7Z8H8;E5RHT6;E5RHC5	45.675	1.775783879	1.881783093	1.680086589
ARFGAP2	E9PN48	27.131	0	0	0
ARFGAP2	Q8N6H7;G5E9L0;B4DX29;E9PQP3;E9PIY6;B7Z9M7	56.72	0.460765077	0.424099538	0.423896954
ARFGAP3	H0Y6A0	29.956	0	0	0
ARFGAP3	Q9NP61;E9PB03;C9JZR4	56.928	0.599286756	0.576820158	0.521631897
ARFGEF1	Q9Y6D6;E5RIF2	208.76	0.018810721	0.01259845	0.005138088
ARFGEF2	Q9Y6D5	202.04	0.528919558	0.554913189	0.522937212
ARFIP1	P53367;P53367-2	41.738	0.43648154	0.510181074	0.94178197
ARFIP2	P53365	37.855	0.148805462	0.129747325	0.103819324
ARFRP1	Q13795;Q13795-2	22.614	1.854620126	2.152439496	1.886117066
ARG1	P05089;P05089-2;P05089-3	34.735	0.185889383	0.127891694	0.114771342
ARG2	P78540	38.577	1.63636507	1.571322491	1.463002169
ARGLU1	Q9NWB6;Q9NWB6-2	33.216	1.762118645	1.570977086	1.269544631
ARHGAP1	Q07960;H0YE29	50.435	1.887207263	1.82011201	1.780092939
ARHGAP17	Q68EM7;Q68EM7-5;Q68EM7-6;Q68EM7-2	95.436	0.624799629	0.526236404	0.528587596
ARHGAP18	Q8N392;Q8N392-2	74.976	3.30523676	5.391098173	3.174181741
ARHGAP21	Q5T5U3;Q5T5U3-3	217.33	0	0	0
ARHGAP25	P42331-4;P42331;G5E9G2;P42331-3;P42331-5;H7C4P1;C9JB56	73.505	0	0	0
ARHGAP27	Q6ZUM4;E9PIR1;E9PNT2;Q6ZUM4-2;E9PNX6	98.395	0.007358893	0.007717501	0.009303099
ARHGAP29	Q52LW3;F8VWZ8	142.06	0	0	0
ARHGAP30	Q7Z6I6;Q7Z6I6-3	118.58	0	0	0
ARHGAP32	A7KAX9;A7KAX9-2	230.53	0.004742584	0.039300531	0.037096496
ARHGAP35	Q9NRY4	170.51	0.037383746	0.052854504	0.071862024
ARHGAP4	P98171-2;P98171;E7EQN5;F5GZW3;E9PCM6	109.39	0	0	0
ARHGAP42	A6NI28;E9PJK4	98.568	0	0	0
ARHGAP5	Q13017;Q13017-2	172.46	0.13819029	0.117561348	0.152847144
ARHGAP9	J3KPQ4;Q9BRR9;Q9BRR9-2;Q9BRR9-5;Q9BRR9-3;Q9BRR9-4;H0YI36	90.567	0	0	0
ARHGDIA	P52565;J3QQX2;J3KTF8;A8MXW0;J3KRY1;J3KRE2	23.207	13.1133134	14.85709027	13.44561752
ARHGDIB	P52566;H0YGX7;F5H3P3;F5H6Q0	22.988	0	0	0
ARHGEF1	Q92888-3;M0QZR4;Q92888;Q6NX52;Q92888-2;M0QYC1	104.06	0.300508111	0.282932669	0.335926662
ARHGEF10L	Q9HCE6;Q9HCE6-2;Q9HCE6-3;Q5VXI4;Q9HCE6-4;Q9HCE6-5	140.41	0.248490742	0.207499054	0.219818304
ARHGEF11	O15085-2;O15085;F8W8P9	172.24	0	0	0
ARHGEF12	E9PMR6	161.91	0	0	0
ARHGEF12	Q9NZN5;Q9NZN5-2	173.23	0.041198962	0.028239049	0.032253775
ARHGEF16	Q5VV41;Q5VV41-2	80.104	0.132555709	0.106891784	0.114444396
ARHGEF17	Q96PE2	221.67	0.015792882	0.012908811	0.017443488
ARHGEF18	Q6ZSZ5;Q6ZSZ5-2;M0R150;M0QZS0	130.78	0.004798791	0.0030872	0.004330492
ARHGEF2	Q5VY93;Q92974;Q92974-2;Q92974-3	111.49	0.148140709	0.108768447	0.10176672
ARHGEF26	Q96DR7;Q96DR7-4	97.344	0	0	0
ARHGEF37	A1IGU5	76.277	0	0	0
ARHGEF40	Q8TER5;Q8TER5-4;Q8TER5-3;Q8TER5-2	164.66	0.154450893	0.111050531	0.084247292
ARHGEF5	Q12774;H0Y895;Q12774-2	176.8	0	0	0
ARHGEF7	Q14155-5;B7Z6G2;B1ALK7;Q14155-1;Q14155;Q14155-3;Q14155-2;Q14155-6;E7EUY6;E9PDQ5	82.57	0.043621069	0.09386138	0.126014661
ARID1A	O14497;O14497-2;O14497-3;H0Y488	242.04	0.249768753	0.310056223	0.297900667
ARID1B	Q8NFD5-3;Q8NFD5-2;Q8NFD5;G3XAA0;H0Y7H8;Q8NFD5-4	241.46	0.028035434	0.043331954	0.061904747
ARID2	Q68CP9;Q68CP9-3;F8WCU9;F8W108	197.39	0.079430371	0.078635385	0.03787907
ARID3A	Q99856	62.888	2.854819016	2.463720132	2.583202545
ARID3B	Q8IVW6;Q8IVW6-4;Q8IVW6-3;H3BQ92	60.636	0.062474412	0.069472364	0.067058952
ARID3C	A6NKF2	44.073	0	0	0
ARID4A	P29374;P29374-2;P29374-3;H7C485	142.75	0.239780755	0.274644352	0.282998516
ARID4B	Q4LE39;Q4LE39-2;Q4LE39-3	147.81	0.021949204	0.016165238	0.026461106
ARIH1	Q9Y4X5	64.117	0.032545519	0.032737929	0.03677585
ARIH2	O95376	57.818	0	0	0
ARL1	P40616;B4DWW1;F8VYN9;B4DZG7	20.417	3.758199567	3.265432609	3.352126113
ARL15	Q9NXU5	22.876	0.263494945	0.140565181	0.386941795
ARL2	P36404;G3V184	20.878	0.17500408	0.206305761	0.180776142
ARL2BP	Q9Y2Y0;Q9Y2Y0-2;H3BU49	18.822	0.267271133	0.314445926	0.368460747
ARL3	P36405	20.455	0.866634667	0.689544327	0.555837986
ARL5A	Q9Y689;Q9Y689-2	20.728	0	0	0
ARL5B	Q96KC2	20.374	0.574761435	0.119080442	0.152454492
ARL6IP4	Q66PJ3;Q66PJ3-2;Q66PJ3-3;Q66PJ3-4;F8WCT1;B3V0L1;H7BZV4;F5GYV5;F5H7X4	38.395	0.109823553	0.223942098	0.0989923
ARL6IP5	O75915	21.614	1.904871307	3.460635702	3.237106732
ARL8A	Q96BM9	21.416	0	0	0
ARL8B	Q9NVJ2	21.539	3.57948934	4.596439974	4.315446005
ARMC1	Q9NVT9;E5RJ86	31.28	0.705557827	0.834735355	0.897542465
ARMC10	Q8N2F6;Q8N2F6-3;H7C2M7;C9J5N7;H7BXQ8	37.54	0	0	0
ARMC10	Q8N2F6-2;Q8N2F6-4;Q8N2F6-5;F5GX65	33.85	0.152125105	0.202842366	0.180030045
ARMC6	Q6NXE6;Q6NXE6-2;B4E1N1;F5H4P3;F5GWV0;F5GWK8	54.141	0.121631518	0.091752568	0.173424227
ARMC8	Q8IUR7;Q8IUR7-7;A8MTG8;Q8IUR7-2;Q8IUR7-8;Q8IUR7-3;B7Z637;G5E9V6	75.509	0.086202148	0.139033387	0.118180283
ARMCX3	Q9UH62	42.5	1.342284281	1.690846085	1.638987649
ARNT	P27540;P27540-3;P27540-2;F8WAP6	86.636	0	0	0
ARNTL	O00327;O00327-8;F8W6J9;O00327-6;O00327-4;O00327-5;O00327-3	68.761	0	0	0
ARPC1A	Q92747;B4DLQ7;E9PF58	41.569	0.497275164	0.502086967	0.719342081
ARPC1B	O15143;F8WCG3	40.949	2.542522648	2.172597235	2.24687226
ARPC2	O15144	34.333	5.166164485	5.297610144	5.301562547
ARPC3	O15145;C9JZD1	20.546	6.597490144	6.268945299	5.82273579
ARPC4	P59998-3;F8WCF6;P59998;H7C0A3	21.588	3.445069297	4.223114705	4.01985986
ARPC5	O15511;O15511-2;B1ALC0	16.32	8.425135495	8.33011392	7.105471677
ARPC5L	Q9BPX5	16.941	1.743682638	2.832586948	2.578961844
ARPP19	H3BMD8;P56211;H3BQ52;P56211-2;H3BTD3	14.484	0.257199429	0.307605074	0.294430825
ARRB1	P49407-2;J3KPP7;P49407;E9PM35	46.308	0.434120575	0.338824174	0.243318602
ARRB2	P32121-4;P32121-3;P32121;P32121-2;K7ENA6;I3L412	48.014	0.428399196	0.410708763	0.533765693
ARRDC1	Q8N5I2;Q5T370	45.981	0.048833419	0	0
ARSA	P15289;P15289-2	53.588	0.430569028	0.405183075	0.444335446
ARSB	P15848;P15848-2	59.687	1.608582882	1.373662325	1.402933901
ARSD	P51689;P51689-3	64.859	0	0	0
ARSE	F5GYY5;P51690;F5H324	68.243	0.807089671	0.905534424	0.700154829
ARSF	P54793	65.939	0	0	0
ARSH	Q5FYA8	63.525	0.187017867	0.154136215	0.163263465
ART4	Q93070;H7C2G2	35.877	0	0	0
ARV1	Q9H2C2;H7C484;H7C0E7	31.052	0	0	0
ARVCF	O00192;E9PDC3;O00192-2;C9JJX6	104.64	0.027298621	0.018106322	0.034588297
AS3MT	Q9HBK9	41.747	0.347160456	0.365563038	0.351217479
ASAH1	Q13510-2;Q13510;E7EMM4;E7ERV9;Q13510-3	46.503	5.956151081	6.495814653	7.380554361
ASAH2	Q9NR71;Q9NR71-2	85.515	0.311942996	0.363750138	0.373054712
ASAH2C;ASAH2;ASAH2B	P0C7U2;E9PBM9;B7Z261	68.748	0.044977463	0.031689536	0.031539322
ASAP1	Q9ULH1-2;Q9ULH1;H0YBF7	125.9	0.00958188	0.007649257	0.007805963
ASAP3	Q8TDY4;Q8TDY4-3	99.154	0.037577018	0.035259029	0.03548318
ASB9	Q96DX5;Q96DX5-2;Q96DX5-3	31.857	0	0	0
ASCC1	F5H874;Q8N9N2-2;Q8N9N2;H0YCB3;H0YE76;E9PR40;E9PSA3	43.611	0.003204117	0	0
ASCC2	Q9H1I8;Q9H1I8-3	86.359	0.057563757	0.095158523	0.072302015
ASCC3	Q8N3C0	251.46	0.147202354	0.143498865	0.111244396
ASF1A	Q9Y294	22.968	1.829432608	2.090690585	1.62370083
ASF1B	Q9NVP2;K7ELW9	22.433	0	0.059087637	0.063526117
ASGR1	P07306;P07306-2;J3QSZ2;K7EPS5	33.186	12.71411596	12.93224127	12.40141855
ASGR2	P07307	35.092	1.671019322	2.249192059	2.069122925
ASH1L	Q9NR48;Q9NR48-2	332.79	0	0	0
ASH2L	Q9UBL3;Q9UBL3-3;F5H8F7;Q9UBL3-2	68.722	0.877709213	0.959059628	1.071423175
ASL	P04424;E7EMI0;E9PE48;F8W943	51.657	0.918691001	1.189530764	1.209875385
ASMTL	O95671;O95671-2;F5GXH4;E7ER97	68.856	0.034675044	0.014273583	0.013417185
ASNA1	O43681	38.792	1.344404708	1.247677414	1.190602462
ASNS	P08243;P08243-2;P08243-3;F8WEJ5	64.369	1.0846442	1.149330661	1.17403504
ASPA	P45381	35.735	0	0	0
ASPDH	A6ND91	29.946	0	0	0
ASPG	Q86U10-3;Q86U10;G3V1Y8	61.574	0	0	0
ASPH	Q12797;F5H667	85.862	2.450978214	2.46120408	2.609033896
ASPN	Q9BXN1	43.417	0	0	0
ASPSCR1	Q9BZE9-2;Q9BZE9;Q9BZE9-3;J3QL04;J3QR12;Q9BZE9-4;J3KRY8	69.989	1.11441594	1.136647292	1.046428361
ASRGL1	Q7L266	32.054	1.294997854	1.003186802	1.28514628
ASS1	P00966	46.53	1.154952482	1.313499963	1.495466779
Asun;ASUN	Q9NVM9;B4DNK1	80.224	0.122399239	0.131823071	0.199624544
ASXL2	Q76L83;E7EWD6	153.82	0.006366266	0.004006409	0.004164999
ATAD1	Q8NBU5;Q8NBU5-2;B4E2J1	40.744	0.979080964	0.953295754	0.961235089
ATAD2	Q6PL18	158.55	0.598292043	0.49341569	0.490579753
ATAD2B	Q9ULI0;Q9ULI0-2	164.91	0.021840954	0.01685093	0.020665718
ATAD3A	Q9NVI7;Q9NVI7-2;H0Y2W2	71.368	9.216371329	9.396429393	8.994730633
ATAD3B	Q5T9A4;Q5T9A4-3	72.572	0.171811445	0.139550347	0.152774567
ATE1	O95260;H0Y5C2;B4DK25	59.09	0	0	0
